FoutCode;Veroorzaker;Toelichting;XSD-Klasse;Attribuut;tagNaam;Controleregel;Foutmelding;Verklaring;Request for Change;Oplossing
"PNP_006";"S";"";"";"";"";"onbekend";"onbekend";"Waarde  7  is niet toegestaan voor keuzetekst {BurgerlijkeStaatTekstPartners} bij {tia_BurgerlijkeStaatTekst}  gehuwd .";"";"Waarde  7  is niet toegestaan voor keuzetekst {BurgerlijkeStaatTekstPartners} bij {tia_BurgerlijkeStaatTekst}  gehuwd ."
"notv_013";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder";"aard";"";"Mag niet aanwezig / ingevuld";"{Verklaarder} {vlgnr} {Aard} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"notv_020";"";"";"StukdeelNotarieleVerklaring";"verkrijgerRechtRef";"";"Mag niet aanwezig / ingevuld zijn";"{Stukdeel} {vlgnr} {verkrijger} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_flo_052";"W";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"IndGezamenlijkeWoonlocatie";"";"Mag niet aanwezig / ingevuld zijn bij een GerelateerdPersoon met rol =  bestuurder";"{GerelateerdPersoon} {vlgnr} {IndGezamenlijkeWoonlocatie} {2800} {Waarschuwing} - Rubriek niet toegestaan bij bestuurder";"";"";""
"hyp_flo_052b";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"IndGezamenlijkeWoonlocatie";"";"Moet ingevuld zijn bij een GerelateerdPersoon met rol <>  bestuurder";"{GerelateerdPersoon} {vlgnr} {IndGezamenlijkeWoonlocatie} {2800} {Fout} - Rubriek verplicht indien rol ongelijk bestuurder";"Consequentie voor registratie:
Het onjuiste adres kan bij de gerelateerde persoon worden geregistreerd.
Consequentie voor opmaak:
Het onjuiste adres kan bij de gerelateerde persoon worden vermeld in de akte.";"";""
"hyp_flo_053";"W";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"IndGezamenlijkeToekomstigeWoonlocatie";"";"Mag niet aanwezig / ingevuld zijn bij een GerelateerdPersoon met rol =  bestuurder";"{GerelateerdPersoon} {vlgnr} {IndGezamenlijkeToekomstigeWoonlocatie} {2800} {Waarschuwing} - Rubriek niet toegestaan bij bestuurder";"";"";""
"GG003";"S";"";"";"";"";"Tekst valt buiten de marge";"Tekst valt buiten de marge. Marge niet conform algemene afspraken digitaal aanleveren stukken";"";"";"Tekst valt buiten de marge. Marge niet conform algemene afspraken digitaal aanleveren stukken"
"GG004";"N";"";"";"";"";"OmschrijvingEigendom Typering onderpand bevat niet toegestane tekst.";"StukdeelLevering , tia_OmschrijvingEigendom Typering onderpand bevat niet toegestane tekst.";"";"";"StukdeelLevering , tia_OmschrijvingEigendom Typering onderpand bevat niet toegestane tekst."
"GG005";"S";"";"";"";"";"Spatie ontbreekt tussen het bedrag en euro";"Spatie ontbreekt tussen het bedrag en euro";"";"";"Spatie ontbreekt tussen bedrag en euro. Waarschijnlijk een andere PDF creator toepassen."
"GG006";"S";"";"";"";"";"TitelHypotheek niet toegestaan";"k_TitelHypotheek niet toegestaan, oud depotnummer.";"";"";"k_TitelHypotheek niet toegestaan, oud depotnummer."
"GG007";"K";"";"";"";"";"Florius verklaart fout. Dit is hersteld in de toelichting van het modeldocument ABN AMRO - Florius v1.8. Dit is het nieuwste beschikbare model.Het wordt niet meer in de oude modellen hersteld.";"Florius verklaart fout. Dit is hersteld in de toelichting van het modeldocument ABN AMRO - Florius v1.8. Dit is het nieuwste beschikbare model.Het wordt niet meer in de oude modellen hersteld.";"";"";"Florius verklaart fout. Dit is hersteld in de toelichting van het modeldocument ABN AMRO - Florius v1.8. Dit is het nieuwste beschikbare model.Het wordt niet meer in de oude modellen hersteld."
"GG008";"S";"";"";"";"";"Er onbtreekt een spatie in de PDF";"Er onbtreekt een spatie in de PDF";"";"";"Fout bij herkennen spatie in PDF. Andere PDF creator toepassen"
"GG009";"S";"";"";"";"";"Spatie in de koopsom wordt niet herkend";"Spatie in de koopsom wordt niet herkend";"";"";"Fout bij herkennen spatie in koopsom. Andere PDF creator toepassen"
"LEV_1352";"W";"";"";"";"";"Bij Hoedanigheid moet er minimaal 1 vertegenwoordigtRef aanwezig zijn.";"Bij Hoedanigheid moet er minimaal 1 vertegenwoordigtRef aanwezig zijn.";"Bij Hoedanigheid moet er minimaal 1 vertegenwoordigtRef aanwezig zijn.";"";"Bij Hoedanigheid moet er minimaal 1 vertegenwoordigtRef aanwezig zijn."
"HYP_OBV_1202";"S";"";"Waarde  Aanduiding per persoon  niet toegestaan.";"";"";"Waarde  Aanduiding per persoon  niet toegestaan.";"Waarde  Aanduiding per persoon  niet toegestaan.";"Waarde  Aanduiding per persoon  niet toegestaan.";"";"Waarde  Aanduiding per persoon  niet toegestaan."
"HYP_OBV_1402";"S";"";"IMKAD_Persoon |Rubriek niet toegestaan voor dit modeldocument.";"";"";"IMKAD_Persoon |Rubriek niet toegestaan voor dit modeldocument.";"IMKAD_Persoon |Rubriek niet toegestaan voor dit modeldocument.";"IMKAD_Persoon |Rubriek niet toegestaan voor dit modeldocument.";"";"IMKAD_Persoon |Rubriek niet toegestaan voor dit modeldocument."
"HYP_OBV_1212";"S";"";"Rubriek niet toegestaan voor dit modeldocument.";"";"";"Rubriek niet toegestaan voor dit modeldocument.";"Rubriek niet toegestaan voor dit modeldocument.";"Rubriek niet toegestaan voor dit modeldocument.";"";"Rubriek niet toegestaan voor dit modeldocument."
"GG387";"W";"";"Tekst bij kopje van bedenktijd in het XML ontbreekt";"";"";"Tekst bij kopje van bedenktijd in het XML ontbreekt";"Tekst bij kopje van bedenktijd in het XML ontbreekt";"Tekst bij kopje van bedenktijd in het XML ontbreekt";"";"Tekst bij kopje van bedenktijd in het XML ontbreekt"
"HYP_RB_1100";"S";"";"StukdeelHypotheek , aanduidingHypotheek hyp_rb_1100|Waarde 'k_VerkrijgerOverbrugging k_VervreemderOverbrugging k_TitelOverbrugging k_ZekerheidOverbrugging k_AardOverbrugging' niet toegestaan als keuzetekst.";"";"";"StukdeelHypotheek , aanduidingHypotheek hyp_rb_1100|Waarde 'k_VerkrijgerOverbrugging k_VervreemderOverbrugging k_TitelOverbrugging k_ZekerheidOverbrugging k_AardOverbrugging' niet toegestaan als keuzetekst.";"StukdeelHypotheek , aanduidingHypotheek hyp_rb_1100|Waarde 'k_VerkrijgerOverbrugging k_VervreemderOverbrugging k_TitelOverbrugging k_ZekerheidOverbrugging k_AardOverbrugging' niet toegestaan als keuzetekst.";"StukdeelHypotheek , aanduidingHypotheek hyp_rb_1100|Waarde 'k_VerkrijgerOverbrugging k_VervreemderOverbrugging k_TitelOverbrugging k_ZekerheidOverbrugging k_AardOverbrugging' niet toegestaan als keuzetekst.";"";"StukdeelHypotheek , aanduidingHypotheek hyp_rb_1100|Waarde 'k_VerkrijgerOverbrugging k_VervreemderOverbrugging k_TitelOverbrugging k_ZekerheidOverbrugging k_AardOverbrugging' niet toegestaan als keuzetekst."
"GG373";"W";"";"PDF-XML verschil. Komma ontbreekt in de PDF na het identiteitsbewijs.";"";"";"PDF-XML verschil. Komma ontbreekt in de PDF na het identiteitsbewijs.";"PDF-XML verschil. Komma ontbreekt in de PDF na het identiteitsbewijs.";"PDF-XML verschil. Komma ontbreekt in de PDF na het identiteitsbewijs.";"";"PDF-XML verschil. Komma ontbreekt in de PDF na het identiteitsbewijs."
"GG372";"W";"";"In het XML-bestand staat een spatie teveel na het jaartal. Hierdoor valt deze uit op tekstvergelijking met het PDF-bestand.";"";"";"In het XML-bestand staat een spatie teveel na het jaartal. Hierdoor valt deze uit op tekstvergelijking met het PDF-bestand.";"In het XML-bestand staat een spatie teveel na het jaartal. Hierdoor valt deze uit op tekstvergelijking met het PDF-bestand.";"In het XML-bestand staat een spatie teveel na het jaartal. Hierdoor valt deze uit op tekstvergelijking met het PDF-bestand.";"";"In het XML-bestand staat een spatie teveel na het jaartal. Hierdoor valt deze uit op tekstvergelijking met het PDF-bestand."
"GG374";"W";"";"XML-PDF verschil. In de PDF staat wel een punt na het bedrag van de koopprijs maar in het XML ontbreekt het.";"";"";"XML-PDF verschil. In de PDF staat wel een punt na het bedrag van de koopprijs maar in het XML ontbreekt het.";"XML-PDF verschil. In de PDF staat wel een punt na het bedrag van de koopprijs maar in het XML ontbreekt het.";"XML-PDF verschil. In de PDF staat wel een punt na het bedrag van de koopprijs maar in het XML ontbreekt het.";"";"XML-PDF verschil. In de PDF staat wel een punt na het bedrag van de koopprijs maar in het XML ontbreekt het."
"082B";"S";"";"Partij , binnenlandsAdres 082b|Woonplaats van bag binnenlands adres moet ingevuld zijn.";"";"";"Partij , binnenlandsAdres 082b|Woonplaats van bag binnenlands adres moet ingevuld zijn.";"Partij , binnenlandsAdres 082b|Woonplaats van bag binnenlands adres moet ingevuld zijn.";"Partij , binnenlandsAdres 082b|Woonplaats van bag binnenlands adres moet ingevuld zijn.";"";"Partij , binnenlandsAdres 082b|Woonplaats van bag binnenlands adres moet ingevuld zijn."
"276";"S";"";"276|Indicatie bestaand moet onwaar zijn.";"";"";"276|Indicatie bestaand moet onwaar zijn.";"276|Indicatie bestaand moet onwaar zijn.";"276|Indicatie bestaand moet onwaar zijn.";"";"276|Indicatie bestaand moet onwaar zijn."
"278";"S";"";"278|Indicatie vervallen moet onwaar zijn.";"";"";"278|Indicatie vervallen moet onwaar zijn.";"278|Indicatie vervallen moet onwaar zijn.";"278|Indicatie vervallen moet onwaar zijn.";"";"278|Indicatie vervallen moet onwaar zijn."
"lev_2202";"W";"";"lev_2202|Indicatie bestaand moet onwaar zijn.";"";"";"lev_2202|Indicatie bestaand moet onwaar zijn.";"lev_2202|Indicatie bestaand moet onwaar zijn.";"lev_2202|Indicatie bestaand moet onwaar zijn.";"";"lev_2202|Indicatie bestaand moet onwaar zijn."
"lev_2203";"W";"";"lev_2203|Indicatie vervallen moet onwaar zijn.";"";"";"lev_2203|Indicatie vervallen moet onwaar zijn.";"lev_2203|Indicatie vervallen moet onwaar zijn.";"lev_2203|Indicatie vervallen moet onwaar zijn.";"";"lev_2203|Indicatie vervallen moet onwaar zijn."
"lev_2006";"S";"";"lev_2006|Bij de aanduiding registergoederen met waarde 'de Register goederen' moet er een referentie naar elk ZakelijkRecht zijn.";"";"";"lev_2006|Bij de aanduiding registergoederen met waarde 'de Register goederen' moet er een referentie naar elk ZakelijkRecht zijn.";"lev_2006|Bij de aanduiding registergoederen met waarde 'de Register goederen' moet er een referentie naar elk ZakelijkRecht zijn.";"lev_2006|Bij de aanduiding registergoederen met waarde 'de Register goederen' moet er een referentie naar elk ZakelijkRecht zijn.";"";"lev_2006|Bij de aanduiding registergoederen met waarde 'de Register goederen' moet er een referentie naar elk ZakelijkRecht zijn."
"082C";"N";"";"Persoon 082c|Woonplaats naam bevat niet toegestane tekst: Eindhoven";"Partij , IMKAD_Persoon 082c|Woonplaats naam bevat niet toegestane tekst: Eindhoven";"";"Partij , IMKAD_Persoon 082c|Woonplaats naam bevat niet toegestane tekst: Eindhoven";"Partij , IMKAD_Persoon 082c|Woonplaats naam bevat niet toegestane tekst: Eindhoven";"Partij , IMKAD_Persoon 082c|Woonplaats naam bevat niet toegestane tekst: Eindhoven";"";"Partij , IMKAD_Persoon 082c|Woonplaats naam bevat niet toegestane tekst: Eindhoven"
"GG370";"S";"";"De toelichting van de erfdienstbaarheden staat in het XML vermeld.";"";"";"De toelichting van de erfdienstbaarheden staat in het XML vermeld.";"De toelichting van de erfdienstbaarheden staat in het XML vermeld.";"De toelichting van de erfdienstbaarheden staat in het XML vermeld.";"";"De toelichting van de erfdienstbaarheden staat in het XML vermeld."
"GG371";"W";"";"XML-bestand voldoet niet aan de KIK-eisen";"";"";"XML-bestand voldoet niet aan de KIK-eisen";"XML-bestand voldoet niet aan de KIK-eisen";"XML-bestand voldoet niet aan de KIK-eisen";"";"XML-bestand voldoet niet aan de KIK-eisen"
"AAV_E_4022";"S";"";"aav_e_4022|Partij  verkrijger  binnen StukdeelVerdelingPartnerschap moet precies één gerechtigde natuurlijk persoon bevatten.";"";"";"aav_e_4022|Partij  verkrijger  binnen StukdeelVerdelingPartnerschap moet precies één gerechtigde natuurlijk persoon bevatten.";"aav_e_4022|Partij  verkrijger  binnen StukdeelVerdelingPartnerschap moet precies één gerechtigde natuurlijk persoon bevatten.";"aav_e_4022|Partij  verkrijger  binnen StukdeelVerdelingPartnerschap moet precies één gerechtigde natuurlijk persoon bevatten.";"";"aav_e_4022|Partij  verkrijger  binnen StukdeelVerdelingPartnerschap moet precies één gerechtigde natuurlijk persoon bevatten."
"085E";"N";"";"IMKAD_Persoon 085e|Postcode bevat niet toegestane tekst: 5612AA";"IMKAD_Persoon 085e|Postcode bevat niet toegestane tekst: 5612AA";"";"IMKAD_Persoon 085e|Postcode bevat niet toegestane tekst: 5612AA";"IMKAD_Persoon 085e|Postcode bevat niet toegestane tekst: 5612AA";"IMKAD_Persoon 085e|Postcode bevat niet toegestane tekst: 5612AA";"";"IMKAD_Persoon 085e|Postcode bevat niet toegestane tekst: 5612AA"
"052C";"K";"";"Statutaire naam bevat niet toegestane tekst: 'Rabohypotheekbank N.V.'";"";"";"Statutaire naam bevat niet toegestane tekst: 'Rabohypotheekbank N.V.";"Statutaire naam bevat niet toegestane tekst: 'Rabohypotheekbank N.V.";"Statutaire naam bevat niet toegestane tekst: 'Rabohypotheekbank N.V.";"";"Statutaire naam bevat niet toegestane tekst: 'Rabohypotheekbank N.V."
"GG375";"K";"";"Tekstvergelijkingsfout op regel :     <>  :   tekst in PDF: ...j deze geleverd\ aan verkrijger, die bij ...  volgens XML:  ...j deze\ geleverd aan:\ verkrijger, die bi…";"";"";"Tekstvergelijkingsfout op regel :     <>  :   tekst in PDF: ...j deze geleverd\ aan verkrijger, die bij ...  volgens XML:  ...j deze\ geleverd aan:\ verkrijger, die bi…";"Tekstvergelijkingsfout op regel :     <>  :   tekst in PDF: ...j deze geleverd\ aan verkrijger, die bij ...  volgens XML:  ...j deze\ geleverd aan:\ verkrijger, die bi…";"Tekstvergelijkingsfout op regel :     <>  :   tekst in PDF: ...j deze geleverd\ aan verkrijger, die bij ...  volgens XML:  ...j deze\ geleverd aan:\ verkrijger, die bi…";"";"Tekstvergelijkingsfout op regel :     <>  :   tekst in PDF: ...j deze geleverd\ aan verkrijger, die bij ...  volgens XML:  ...j deze\ geleverd aan:\ verkrijger, die bi…"
"GG376";"W";"";"Spatie voor de plaatsnaam bij plaats uitgegeven veld in XML.";"";"";"Spatie voor de plaatsnaam bij plaats uitgegeven veld in XML.";"Spatie voor de plaatsnaam bij plaats uitgegeven veld in XML.";"Spatie voor de plaatsnaam bij plaats uitgegeven veld in XML.";"";"Spatie voor de plaatsnaam bij plaats uitgegeven veld in XML."
"HYP_RAB_1200";"S";"";"Waarde  de Schuldenaar  niet toegestaan indien verkrijger partij.";"";"";"Waarde  de Schuldenaar  niet toegestaan indien verkrijger partij.";"Waarde  de Schuldenaar  niet toegestaan indien verkrijger partij.";"Waarde  de Schuldenaar  niet toegestaan indien verkrijger partij.";"";"Waarde  de Schuldenaar  niet toegestaan indien verkrijger partij."
"054A";"N";"";"Statutaire zetel bevat niet toegestane tekst:  Amsterdam  .";"";"";"Statutaire zetel bevat niet toegestane tekst:  Amsterdam  .";"Statutaire zetel bevat niet toegestane tekst:  Amsterdam  .";"Statutaire zetel bevat niet toegestane tekst:  Amsterdam  .";"";"Statutaire zetel bevat niet toegestane tekst:  Amsterdam  ."
"053C";"S";"";"Rechtsvorm bevat niet toegestane tekst:  besloten vennootschap met beperkte aansprakelijkheid .";"";"";"Rechtsvorm bevat niet toegestane tekst:  besloten vennootschap met beperkte aansprakelijkheid .";"Rechtsvorm bevat niet toegestane tekst:  besloten vennootschap met beperkte aansprakelijkheid .";"Rechtsvorm bevat niet toegestane tekst:  besloten vennootschap met beperkte aansprakelijkheid .";"";"Rechtsvorm bevat niet toegestane tekst:  besloten vennootschap met beperkte aansprakelijkheid ."
"344";"K";"";"Waarde 'Bureau Schepen & Luchtvaartuig' is onacceptabel voor waardelijst 'reeks-kodes' in de context 'tia:reeks'.";"";"";"Waarde 'Bureau Schepen & Luchtvaartuig' is onacceptabel voor waardelijst 'reeks-kodes' in de context 'tia:reeks'.";"Waarde 'Bureau Schepen & Luchtvaartuig' is onacceptabel voor waardelijst 'reeks-kodes' in de context 'tia:reeks'.";"Waarde 'Bureau Schepen & Luchtvaartuig' is onacceptabel voor waardelijst 'reeks-kodes' in de context 'tia:reeks'.";"";"Waarde 'Bureau Schepen & Luchtvaartuig' is onacceptabel voor waardelijst 'reeks-kodes' in de context 'tia:reeks'."
"GG377";"W";"";"Let op, bij het Rabobank adres staat in één van de velden een spatie teveel";"";"";"Let op, bij het Rabobank adres staat in één van de velden een spatie teveel";"Let op, bij het Rabobank adres staat in één van de velden een spatie teveel";"Let op, bij het Rabobank adres staat in één van de velden een spatie teveel";"";"Let op, bij het Rabobank adres staat in één van de velden een spatie teveel"
"LEV_1470";"W";"";"Partij , IMKAD_Persoon lev_1470|Rubriek niet toegestaan voor dit modeldocument.";"";"";"Partij , IMKAD_Persoon lev_1470|Rubriek niet toegestaan voor dit modeldocument.";"Partij , IMKAD_Persoon lev_1470|Rubriek niet toegestaan voor dit modeldocument.";"Partij , IMKAD_Persoon lev_1470|Rubriek niet toegestaan voor dit modeldocument.";"";"Partij , IMKAD_Persoon lev_1470|Rubriek niet toegestaan voor dit modeldocument."
"HYP_SNS_1415";"S";"";"Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende .";"";"";"Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende .";"Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende .";"Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende .";"";"Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende ."
"GG378";"S";"";"Maakt gebruik van formaat "Letter" (215,9 mm x 279,4 mm) in plaats van A4 (210 mm x 297 mm).";"";"";"Maakt gebruik van formaat "Letter" (215,9 mm x 279,4 mm) in plaats van A4 (210 mm x 297 mm).";"Maakt gebruik van formaat "Letter" (215,9 mm x 279,4 mm) in plaats van A4 (210 mm x 297 mm).";"Maakt gebruik van formaat "Letter" (215,9 mm x 279,4 mm) in plaats van A4 (210 mm x 297 mm).";"";"Maakt gebruik van formaat "Letter" (215,9 mm x 279,4 mm) in plaats van A4 (210 mm x 297 mm)."
"GG354";"S";"";"";"";"";"In het PDF ontbreekt “(zowel samen als ieder afzonderlijk)“, deze zin staat wel goed in het XML. Deze tekst wordt altijd vermeld op een nieuwe regel waarbij de optionele tekst “(zowel samen als ieder afzonderlijk)“ wordt getoond wanneer er meer dan 1 recht vermeld wordt.";"In het PDF ontbreekt “(zowel samen als ieder afzonderlijk)“, deze zin staat wel goed in het XML. Deze tekst wordt altijd vermeld op een nieuwe regel waarbij de optionele tekst “(zowel samen als ieder afzonderlijk)“ wordt getoond wanneer er meer dan 1 recht vermeld wordt.";"In het PDF ontbreekt “(zowel samen als ieder afzonderlijk)“, deze zin staat wel goed in het XML. Deze tekst wordt altijd vermeld op een nieuwe regel waarbij de optionele tekst “(zowel samen als ieder afzonderlijk)“ wordt getoond wanneer er meer dan 1 recht vermeld wordt.";"";"In het PDF ontbreekt “(zowel samen als ieder afzonderlijk)“, deze zin staat wel goed in het XML. Deze tekst wordt altijd vermeld op een nieuwe regel waarbij de optionele tekst “(zowel samen als ieder afzonderlijk)“ wordt getoond wanneer er meer dan 1 recht vermeld wordt."
"GG355";"S";"";"Standplaats XML en PDF komen niet overeen";"";"";"Standplaats XML en PDF komen niet overeen";"Standplaats XML en PDF komen niet overeen";"Standplaats XML en PDF komen niet overeen";"";"Standplaats XML en PDF komen niet overeen"
"lev_1444";"W";"";"Rubriek niet toegestaan voor dit modeldocument.";"";"";"Rubriek niet toegestaan voor dit modeldocument.";"Rubriek niet toegestaan voor dit modeldocument.";"Rubriek niet toegestaan voor dit modeldocument.";"";"Rubriek niet toegestaan voor dit modeldocument."
